schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Score
"('#philoline', ""Que vous êtes farouche et d'un malin penser, Osant en général les dames offenser ! Car combien s'en voit-il de ma sorte en mon âge Qui cette liberté ne prenne en mariage ? De se trouver au bal en honnête maintien Et du tiers et du quart recevoir l'entretien, Hanter ouvertement les bonnes compagnies Où l'on ne fait ni dit aucunes vilenies, Mon ami, c'est la mode, et qui fait autrement Attire des voisins un mauvais jugement : Quoi ! Cette jeune femme en bride est bien tenue ; Il faut que son mari sotte l'ait reconnue, Ou bien lui-même est fol ; il est jaloux, dit-on ; Peut-être qu'il se sent mal sûr de son bâton. De vrai, je m'en abstiens souvent pour vous complaire ; Et sur quelqu'autre objet je tâche à me distraire ; Mais que jamais les ceps ne me soient élargis, Que je n'ose paraître autre part qu'au logis, Où depuis le matin jusques au vêpre blême Je ne vois toujours rien qu'une cadence même, Le plus du temps seulette, ainsi qu'en un désert, N'est-ce pas pour sécher le naturel plus vert ? Encor si, pour tuer l'ennui de la journée, Quelque petit enfant ornait notre hyménée !"")",-,0.0
"('#zorote', 'Il ne tient pas à moi. Fais-je pas le devoir ?')",-,0.0
"('#philoline', ""N'ayant touché que vous, je n'en puis rien savoir."")",-,0.0
"('#zorote', 'Vous me payez souvent de réponse ambiguë.')",-,0.0
"('#philoline', ""Souvent votre soupçon de malice m'argue."")",-,0.0
"('#zorote', ""On doit l'autour hagard de longes attacher."")",-,0.0
"('#philoline', 'Pour en tirer plaisir si le faut-il lâcher.')",-,0.0
"('#zorote', 'On donne au cheval gai la renne courte et forte.')",-,0.0
"('#philoline', 'Une libre jument de plus beaux poulains porte.')",-,0.0
"('#zorote', 'La femme est plus que tous un volage animal.')",-,0.0
"('#philoline', 'Plus de licence elle a, moins elle pense à mal.')",-,0.0
"('#zorote', ""Un point d'occasion séduit la plus constante."")",-,0.0
"('#philoline', ""Que trop d'occasions quand le désir nous tente !"")",-,0.0
"('#zorote', ""Enfin vous n'irez point ; c'est assez contester."")",-,0.0
"('#philoline', ""Ô dieux ! Quelle rigueur ! Que je n'ose assister En un bal de plain jour où je suis tant priée ! Hélas ! Ma chère mère, où m'avez-vous liée ? Je vous l'avais bien dit, que l'humeur d'un vieillard Ne compatirait point à mon esprit gaillard ; Qu'il voudrait riotter lorsque je voudrai rire. Ah ! Je prévoyais bien ce maupiteux empire : Qu'il me valait bien mieux épouser un tombeau Que de passer en deuil mon âge le plus beau En barreaux et verrous innocemment surprise, Presqu'en un même état que la fille d'Acrise ! Ô que ne suis-je morte ! Hélas ! ô dieux, hélas ! Contre une telle angoisse où sera mon soulas ? Il faut, il faut sortir ; la voie est bien aisée ; Cherchons la liberté dans la plaine Élysée ; On peut tenir mon corps, non mon âme, en prison ; Une corde, un couteau, m'en feront la raison !"")",-,0.0
"('#zorote', ""Étrange passion pour un désir frivole ! Il vaut mieux lui céder que de la rendre folle. Apaisez-vous, ma fille. Et bien ! Là, vous irez ; J'accorde, pour ce coup, ce que vous désirez, À la charge pourtant que ma soeur vous convoie Et qu'en aucun devis sans elle on ne vous voie. Je m'en vais la prier d'en accepter le soin."")",-,0.0
"('#philoline', ""Ô la gentille garde, et dont j'ai grand besoin ! Je t'en réponds, vieux fol, l'on te la garde bonne. Qu'on m'arrache les yeux si je te le pardonne ! Ici me soient témoins la nocière Junon, Et le dieu conjugal, dont on chante le nom Lorsque, déceinturant une tendre fillette, On met sa tête au joug et sa fleur en cueillette, Si je n'ai jusqu'ici souffert discrètement De ce rude plâtrier le mauvais traitement, Sans avoir tant soit peu ma chasteté faussée, Non seulement d'effet, ains même de pensée (Combien que maintes fois des braves courtisans M'ont tenté de regards et discours séduisants) : Car j'espérai toujours vaincre par complaisance Et par humilité sa sotte insuffisance, Prenant mêmes en gré son crachat et sa toux Pour des baisers d'ami qu'on dit être si doux, Pourvu qu'il supportât mon humeur libre et gaie, Jusques là que l'honneur n'en reçut point de plaie. Mais, puisqu'un tel Saturne, un Tithon décrépit, Aigrit de jour en jour mon trop juste dépit, Que ma sage conduite augmente sa manie, Que mon obéissance accroît sa tyrannie, Ô femme du tonnant, emperière des cieux, Ou bien si j'ai juré par quelqu'autre des Dieux, Ô saintes déités, que cela ne provoque Votre ire contre moi si ma foi je révoque. Imputez-en le crime à ce coeur sans pitié Qui promet de m'aimer comme étant sa moitié, Me traiter en compagne, et non pas en esclave. Voyez que peu s'en faut que mes pieds il n'entrave, Qu'il ne m'attache au bloc comme un chien de berger. Doncques, si désormais, pour un peu m'alléger, J'imite non du tout Cyprine l'indiscrète, Mais au choix d'un ami l'aurore plus secrète, Las ! Pardonnez-le moi : c'est un commun péché Qui semble être permis quand il est bien caché. S'adresse donc à moi quelque homme qui me plaise, Quelque beau cavalier, plein d'amoureuse braise, Et qu'il maudisse amour s'il n'en revient content. Zorote, ouvre ton front : ta ramure t'attend ; Je te la planterai si profonde en la tête Qu'elle ne tombera qu'à la mort de la bête."")",-,0.0
"('#zorote', ""Ma soeur, ma bonne soeur, ayez pitié de moi, Soyez mon réconfort en mon cuisant émoi ; Je n'y sais plus que dire (encor moins que lui faire). C'est un esprit léger, une humeur volontaire ; Je vous ai tout conté ; si je ne lui permets, La folâtre qu'elle est ne m'aimera jamais."")",-,0.0
"('#tharside', ""Reprocher à l'ami ses fautes sans remède, C'est plutôt l'affliger que lui donner de l'aide ; Par quoi je me tairai de votre aveuglement Qui vous a sans conseil procuré ce tourment, D'épouser une fille, après un long veuvage, Discordante à vos moeurs, mal sortable à votre âge. Mais, quoi que vous soyez si mal apparié, Si vous faut-il brouter où vous êtes lié, Car de tous ses parents le crédit et la force Ne peut impunément vous souffrir un divorce. Frère, corrigez donc, d'un procédé prudent, Ce qui vous peut causer un sinistre accident ; Avant que l'accuser, jetez bien vos mesures, Fondez votre soupçon de fortes conjectures. Telles ont le coeur gai, ne cherchant que le ris, Qui n'ont aucun dessein d'offenser leurs maris, Et telle a le discours et le front de Minerve, Qui pour l'ami secret ses caresses réserve. Il vaudrait mieux du tout la bride lui lâcher Que, raide la tenant, sans cause la fâcher. « La chose exactement aux femmes défendue Leur est de plus en plus désirable rendue. » Montrez-vous le plus sage en lui cédant un peu ; Souffrez-lui quelquefois et la danse et le jeu, Aux ébats innocents tenez-lui compagnie. Il faut que par douceur telle humeur se manie. Pour peu que vous daigniez à son gré vous changer, Vous la verrez peut-être au vôtre se ranger. Avisez néanmoins (voire sans qu'elle y pense) Qu'elle n'abuse point d'une honnête licence : « La seule sûreté pour régner ici-bas, C'est d'être méfiant et ne le sembler pas. » Lors, si vous connaissez que son coeur se dévoie (cela ne se pourra sans que tôt on le voie ; Moi je vous aiderai, l'intérêt m'y semond ; Je sonderai son âme, et jusqu'au plus profond, Soit par son entretien, soit à l'air du visage, Soit par bons espions, qu'on peut mettre en usage). En ce cas, vengez-vous, ne lui pardonnez rien, Étant maître absolu de la vie et du bien ; Employez sans pitié contre un si grand outrage Jusqu'aux coups de poignard dissous en un breuvage."")",-,0.0
"('#zorote', ""Hélas ! Ma bonne soeur, je m'en repose en vous ; Selon votre conseil, je lui serai plus doux. Mais d'être baladin mon age me dispense ; Tu me soupçonnerais de rentrer en enfance. Vous, veuve encore fraîche et libre, sans suivant, Aux heures de loisir visitez-nous souvent. Je lui permettrai tout en votre compagnie, Puisque vous auriez part en mon ignominie."")",-,0.0
"('#tharside', ""Je réponds que sans bruit j'aurai les yeux ouverts, Et ne souffrirai point qu'elle aille de travers."")",-,0.0
"('#belcar', ""Soupirs, seul entretien de mon ardeur extrême, Voulez-vous pas m'ôter ou me rendre à moi-même ? Si vous êtes de vent, donnez-m'en quelque effet En me refroidissant ou brûlant tout à fait. Prenez un choix certain dans vos effets contraires. J'ai tort : vous n'êtes pas des soupirs volontaires : Car, nés avec le feu, vous ressemblez aux vents Dont le mont de Sicile a ses éclairs mouvants, Et ne pouvez causer qu'une flamme cuisante. Mais au moins pouvez-vous la rendre plus luisante. Enflez-vous donc si fort de sanglots élancés Qu'on connaisse l'effort dont vous êtes poussé, Et, puisque votre choc ma parole retranche, Faites ce qu'elle eut fait si vous la laissiez franche. Jetez l'éclat si haut de mes plaintes dans l'air Qu'on entende mon mal comme on le voit à clair. L'effet en paraît trop : éventez-en la cause ; Hardis enfants d'amour, dites ce que je n'ose. Quoi ! Pensez-vous tenir mon brasier immortel ? Non, dans le coeur d'un homme il ne peut être tel ; Mon âme quittera, pour se mettre à son aise, Si vous la pressez trop, le foyer et sa braise ; Et lors ne pensez point me suivre en mon trépas, Car jamais les soupirs ne descendent en bas. Pensez donc à vous-même, et, si vous voulez vivre, Faites que la pitié quelque repos me livre."")",-,0.0
"('#meliane', ""De quelle inquiétude est cet homme troublé ? Je crains fort, à la fin, qu'il n'en soit accablé."")",-,0.0
"('#belcar', ""Hau-là ! Qu'ai-je entendu ? Que ces rideaux on ouvre. Ah !"")",-,0.0
"('#meliane', ""Las ! Bons dieux, son oeil d'un nuage se couvre. Il se pâme ! Accourez, à l'aide venez tous ! Du vinaigre ! Il revient : je sens battre son pouls. Qu'il me fait de pitié ! Monsieur, prenez courage ! Ne le laissez plus seul, l'entretien le soulage."")",-,0.0
"('#belcar', 'Madame, excusez-moi.')",-,0.0
-,"('#cassandre', ""Ô le plus inhumain de la race divine, Vrai fils de Tisiphone, adopté de Cyprine, Ennemi capital de toute liberté, Tyran du jugement et de la volonté, Petit enfant de corps, vieux routier de malices, Avare de présents, prodigue de supplices, Jusques à quand, amour, au fonds de tes enfers Sentirai-je tes feux, tes gênes et tes fers ? Pourquoi repousses-tu mes prières plus saintes ? Es-tu, comme sans yeux, sans oreilles aux plaintes ? Si les dieux sont cléments et tendres au pardon, Tu n'es pas un vrai Dieu, rigoureux Cupidon. Depuis que par mes yeux un éclair de ton foudre Mit en braise mon coeur, mes chastes voeux en poudre, Et qu'en ton feu grégeois, qui s'accroît dans les eaux, Mes larmes ont servi de cire à tes flambeaux, Comment a peu mon âme endurer cette guerre ? Comment trainé-je encor mes membres sur la terre ? Et comment s'est-il fait qu'un tel torrent de pleurs D'un cours continuel n'ait tari mes humeurs ? Qu'un brasier tant couvé ne m'ait réduite en cendre ? Que parmi tant de morts la mort ne m'ait su prendre ? Fut-il jamais au monde une fille de roi, En qui le sort parût plus muable qu'en moi ? Moi de qui les beaux yeux échauffaient de leurs flammes Les lieux plus éloignés et les plus froides âmes, Sont ternis tout_à_coup, et cierges retournés, Sont, au lieu de rayons, de pleurs environnés : Moi qui des plus francs coeurs maîtresse reconnue Me trouve d'un captif esclave devenue : D'un trésor où l'amour assemblait ses attraits, Une butte ordinaire où se plantent ses traits. Hélas ! Que direz-vous, ô beaux et jeunes princes, Des plus grands que l'Asie élève en ses provinces, Qui par devoir exact à ma beauté rendu, Par fidèle service et par sang épandu, Et par tous les tourments de l'amoureuse rage ( Qu'aujourd'hui je ressens, las ! Trop à mon dommage ) À la fin de vos maux n'en avez remporté Qu'un refrongné refus confit en cruauté, Que direz-vous de moi ? Le feu qui me consomme Provient d'un caillou froid qui ne tient rien de l'homme. La vengeance du Ciel surmonte mes rigueurs, Car même elle défend la plainte à mes langueurs. « C'est souffrir doublement que souffrir en cachette, Ce sont larmes de sang que les larmes secrètes. » Lorsque mon coeur, poussé de mouvements soudains, Prépare des discours pour fléchir ses dédains Je tremble, je rougis, ma liberté s'envole, Ma langue à mon palais, immobile, se colle : Las ! Si voit-il mon mal ; ma mine seulement Ne l'expose que trop à son beau jugement : Mais, inhumain qu'il est, aveugle volontaire, Il ne veut pas me voir d'un regard salutaire. Il est d'autres chaînons de longtemps détenu, Mon oeil est (je le sais) d'un autre oeil prévenu, Ma soeur, ma soeur me nuit, et moins que moi craintive D'un lien mutuel doucement le captive : Crève-coeur non pareil ! Celle qui me devrait Céder en toute chose, anticipe mon droit ! Ha ! Fille sans respect, à me perdre obstinée, Oses-tu supplanter ta malheureuse aînée ? Oui, je n'en doute plus, il serait ébranlé Par le premier soupir de mon sein désolé, Eut-il le sein rempli d'une roche glacée Si tes attraits larrons ne m'avaient devancée. Mais, deussé-je, appelant tout secours le plus prompt, Arracher de son trône Hécate au triple front ; Y dussé-je employer, de rage débordée, Les gobelets de Circé et les arts de Médée ; Deussé-je, descendante aux antres de la mort, Conjurer les fureurs, le médisant discord, L'envie au teint plombé, la noire jalousie, Le soupçon méfiant, la forte frénésie, Et tout ce que d'affreux l'enfer conçut jamais, Je vous ferai la guerre en me donnant la paix. ( Qui veut bâtir au sûr, il ne faut pas qu'il ente Le nouveau sur le vieil, mais que tout il déplante Le dessein précédent pour y fonder le sien. ) Et, quand tous ces efforts ne m'aideraient à rien, Plutôt par un poison je me verrai vengée Qu'être toujours plaignante et jamais soulagée. Tout beau, folle Cassandre ! À quoi te résous-tu ? Comment s'est aujourd'hui cette rare vertu, Ce naturel accort, cette douceur aimée, En vice, en cruautés, en horreurs, transformée ? Remets, remets ton sens en sa propre maison ; Écarte les vapeurs qui troublent ta raison, Et pour de Méliane un sain jugement rendre, Mets l'intérêt à part que tu dois y prétendre. Cyprine, par ses lois, a permis de saisir ( À qui premier le peut ) l'objet de son désir, Sans égard d'aucuns temps, de personne ou de place. Partant, si de ta soeur la jeunesse et la grêce Ont donné dans la vue au prince de Sidon, Dois-tu, par un dépit flottant à l'abandon Du vent passionné d'une injuste querelle, Machiner un effet si funeste contre elle ? Non ! Meurs plutôt, pauvrette, en imputant ta mort À la malignité des astres et du sort, Qu'à ce traître complot pour guérir condescendre, Digne d'une Progné, non pas d'une Cassandre. Outre ces crève-coeurs, un présage nouveau, Un songe, cette nuit, m'a brouillé le cerveau : Déjà les roussins noirs qui trainent la charrette De l'ennuyeuse nuit espéraient leur retraite, Et, sentant de leur train les trois quarts mesurés, Courraient à chef baissé droit aux flots désirés ; Déjà la fraîche main du vigilant phosphore Commençait à blanchir le portail de l'aurore ; Mon front était à sec ; mes yeux, étant marris De manquer d'exercice en leurs ruisseaux taris, Comme par nonchalance, et faute de lumière, S'étaient laissez coller l'une et l'autre paupière, Non pas d'un vrai dormir, doux frère d'Atropos ( Car mon tourment n'est point compatible au repos ), Mais d'un léger sommeil interrompu de masques, De spectres, de frayeurs et de songes fantasques. Étant, me semblait-il, loin du bruit soucieux, Sises dessous un aulne en un pré spacieux, Seules, ma soeur et moi, nous cueillions des fleurettes, Chantants à qui mieux mieux quelques airs d'amourettes. Un cerf à l'impourvu, d'un pas gaiment doux, Sortant d'un bois prochain, s'est avancé vers nous ; Sa ramure était d'or, d'or la forte chaussure Qui de ses pieds légers marquait l'assiette sûre ; Son col haut et poli, son front large et longuet, Sur qui deux yeux hagards semblaient faire le guet ; Son poil était plus blanc que les floquets de laine Qui tombent en janvier des nuaux sur la plaine, Ses membres bien replets ; bref, il était si beau Que la reine des bois, à l'argenté flambeau, Pour ses chastes ébats en serait idolâtre. Il aborde sans crainte, et d'un geste folâtre Fait caresse à ma soeur d'un muffle incarnatin, Baisant ses mains, ses yeux, sa bouche et son tétin ; Puis va, tourne, revient, sautelle d'allégresse, Comme un chien qui se joue aux pieds de sa maîtresse. Elle aussi le mignarde avec des ris flatteurs, Ornant ses andouilliers de joyaux et de fleurs ; J'en voulais faire autant ; il recule farouche : La seule Méliane en privauté le touche ; À mes plus doux appas sa rigueur ne fléchit ; Quand je veux l'approcher, il s'esquive et gauchit. Je conçus lors dépité une humeur envieuse Qui me rendait déjà ma germaine odieuse, Quand je vois l'animal, après ces jeux mignards, L'accrocher par le bust[e] à l'or de ses brancards, La lever éminente aux pointes de sa tête, Puis recourir aux bois, joyeux de sa conquête ; J'y cours, et lui s'enfuit ; mais, talonné de près, Peureux, il lâche prise et me quitte son faix : Je poursuis nonobstant ; après telle rescousse, Le désir de vengeance et d'honneur qui me pousse Me rend les pieds dispos et les membres légers. Après avoir longtemps, sans crainte des dangers Brossé parmi les forts et les ronces poignantes, Par vallons raboteux, par cavernes sonnantes, ( Chose effroyable à voir ! ) Son chef devint tout rond, Il perdit à l'instant les armes de son front, Son poitrail s'épaissit de longue chevelure, La jambe s'accourcit, l'oreille et l'encolure ; Son poil devint tout roux et ses deux yeux ardents, Sa mâchoire s'arma de grands rochers de dents, Un tissu d'os nerveux, qui lui sort de l'échine, En lui battant les flancs, l'échauffe et le mutine : Ses pieds vinrent griffus, larges à l'avenant : Bref, ce fut un lion, qui, vers moi se tournant Déjà d'un saut agile me tenait attrapée ; De si soudaine peur ma pauvre âme frappée Fit bondir en sursaut un inutile réveil, Qui n'ôta point le songe en ôtant le sommeil. Dieux ! Si c'est mon trépas que Morphé me présage, C'est ma félicité plutôt que mon dommage. « Le choix du moindre mal, c'est l'heur du malheureux : Il vaut mieux n'être point que d'être langoureux. »"")",0.0
-,"('#belcar', ""Si jamais un amant, tout content de sa dame, Eut sujet de bénir et l'amour et sa flamme, Je suis celui qui dois, selon mes premiers voeux Honorer son autel du trépas de cent boeufs : Ce digne enfant de Mars, qui n'est jamais sévère À ceux qui leurs beaux ans consacrent à son père, Âme de l'univers, esprit qui rend épris D'un céleste désir des hommes les esprits, Si favorable aux siens que l'inconstante roue N'est jamais importune aux amants qu'il avoue, Le plus adroit tireur, le plus ingénieux, Le plus beau, le plus fort, et le plus craint des Dieux. Amour, qui, bien-heurant le malheur de ma prise, A guidé mes pensers à si haute entreprise, À si brave dessein, que l'oser seulement, Me serait trop d'honneur en tout événement : Il a d'une beauté par delà tout exemple, ( L'objet le plus parfait que le soleil contemple ) Engravé dans mon sein, d'un trait noble et doré, Le céleste portrait au naturel tiré ; Et puis, pour me ravir d'une douce merveille, Il a piqué son coeur d'une flèche pareille ; Si qu'aujourd'hui je puis, ô mortel trop heureux ! Me dire autant aimé que je suis amoureux. Il ne reste qu'un point pour comble de ma gloire, Il ne reste qu'un fort pour fin de ma victoire, Le formaliste hymen contre moi le défend : Mais je serai bientôt pleinement triomphant, Car la sincère foi de ma belle princesse Fait que de ce côté toute crainte me cesse : Puis, quelque dur traité qu'on m'y veuille apporter, J'irai la carte blanche au père présenter : La patience est douce et sans peine l'attente, Alors que l'espérance est solide et constante. Voici ma Meliane, ah ! Quel essaim d'attraits ! Elle ne me voit pas. Almodice est auprès ; De Megère à Cyprine étrange différence ! J'entendrai de ce coin toute leur conférence."")",0.0
-,"('#meliane', ""Non, non, ne craignez pas, ma mère, que mon feu Des bornes de l'honneur s'égare tant soit peu ; J'aime, mais sans hasard de voir abandonnée La fleur de mon printemps qu'en faveur d'Hyménée."")",0.0
-,"('#almodice', ""Ne vous offensez pas, Madame, si je crains Que ce joyau si cher vous échappe des mains : Après l'avoir lâché, la repentance est vaine. Or, bien que vous n'ayez, comme votre germaine Abouché mon tétin, je vous ai toutefois Pendue à mon collet et mille et mille fois, Dès que, venant au jour, vous parûtes si belle ; Pour cela je vous aime, et peut-être plus qu'elle, Pour cela je suis libre, et de franche façon Je prends l'autorité de vous donner leçon. Je sais que c'est de nous et sais que c'est des hommes, Ils nous en font accroire, ô sottes que nous sommes ! Qu'ils sont blessés à mort, comme en effet aussi Aucuns par nos rigueurs tombent en grand souci ; Mais leur cupidité souvent est supprimée Aussi légèrement qu'elle fut allumée : Comme le trop de bois étouffe un petit feu, S'il est mis à propos le grossit peu à peu ; Ainsi de nos faveurs, dont ils brûlent d'envie, Trop éteint leur amour, peu l'entretient en vie : Amour qui toutefois ne peut vivre un moment S'il ne tire toujours de ce doux aliment. Mais, comme vous voyez que dans la grande masse D'un antique palais, une seule crevasse Croissante avec le temps, le fait tendre au déclin, Fait brèche irréparable et le renverse enfin, Par semblable progrès leur brigue périlleuse Mine l'âme fragile et la chair chatouilleuse, Tant qu'ils nous fassent choir."")",0.0
-,"('#meliane', ""Pour un chaste baiser, Je ne le pourrais pas ni dois le refuser : Cela ne gâte rien ; c'est un bien qui s'envole Et l'ennui languissant d'une attente console."")",0.0
-,"('#almodice', ""C'est, Madame, c'est là le soupçon qui me tient, C'est où je vous attends ; je sais trop comme vient Du baiser le toucher, du toucher autre chose."")",0.0
-,"('#meliane', ""Autre but qu'un baiser Belcar ne se propose."")",0.0
-,"('#almodice', ""C'est un essai friand qui fait croître la faim."")",0.0
-,"('#meliane', ""Mais sa modeste humeur, n'est-ce pas un bon frein ?"")",0.0
-,"('#almodice', ""Comment s'abstiendrait-il, ne le pouvant vous-même ?"")",0.0
-,"('#meliane', ""Pourrai-je à moins de frais témoigner que je l'aime ?"")",0.0
-,"('#almodice', ""La fille plus que l'homme appette ce plaisir."")",0.0
-,"('#meliane', ""La fille mieux que l'homme apaise un tel désir."")",0.0
-,"('#almodice', 'Tous deux sont maitrisés de naturelle rage.')",0.0
-,"('#meliane', ""Parlez-vous d'une louve, ou d'une fille sage ? Toutes sont d'une chair sujette à caution. Moi-même, décrépite, ai cette passion, Et comment la jeunesse en serait-elle exempte ? Enfin la plus sévère et la plus suffisante Consentirait au mal (la prenant sur le vert), Pourvu qu'elle crut bien qu'il demeurât couvert. Las ! Madame, plutôt se darde le tonnerre Sur mes cheveux grisons, et m'engouffre sous terre, Qu'il avienne par moi quelque faute de vous : Par moi, je parle ainsi, car seule d'entre tous J'ai reçu et caché vos secrets en fiance, Espérant voir la paix naître en votre alliance. Pour ce vous ai-je aidé."")",0.0
-,"('#meliane', ""Quoi donc ? Pour l'avenir Voulez-vous au besoin vos bienfaits retenir ? Me refuserez-vous, ô ma mère, m'amie, De convier ici le soulas de ma vie ? Je ne veux que le voir."")",0.0
-,"('#almodice', ""J'aurais perdu mes pas, Puisque j'ai commencé, si je n'achevais pas. Je m'en vais le trouver, mais gardez la barrière."")",0.0
-,"('#belcar', 'Marche à ta malencontre, infernale courrière. Ma reine, Dieu vous gard[e].')",0.0
-,"('#meliane', 'Mon prince, que les cieux Secondent vos desseins toujours de mieux en mieux.')",0.0
-,"('#belcar', ""Ah ! Ce n'est pas du ciel, mais de votre largesse, Que j'attends mes plaisirs, ma gloire et ma richesse ; Pour être bienheureux, belle, votre Belcar Préfère vos faveurs aux douceurs du nectar."")",0.0
-,"('#meliane', 'Si mes faveurs avaient pour vous cette puissance, Tous vos souhaits seraient en votre obéissance ; Jugez quelle faveur je vous puis refuser, Moi qui tiens à faveur de vous favoriser. Que demandez-vous plus, mon cher coeur ? Je vous aime, Je vous aime surtout, je dis plus que moi-même.')",0.0
-,"('#belcar', ""Discours plus gracieux que l'obligeante voix Dont Vénus entretient les grâces quelquefois. L'accord mélodieux des bandes emplumées Qui, dans le vert naissant des nouvelles ramées, Chantent l'épithalame et les amours divers De tout ce que Nature anime en l'univers, Ne se peut comparer à la douce parole Qui de ces lys du sein par ces oeillets s'envole. Belles fleurs de bien dire, à la source du ris, Prêtez à mon souci votre gai coloris Comme vous contentez mon oeil et mon oreille, Permettez à ma bouche une faveur pareille : Souffrez qu'en vos odeurs, comme une mouche à miel, Je suce l'ambrosie et la manne du ciel ; Si nous ne respirons vous et moi qu'une vie, Qu'entre mille baisers notre haleine s'allie."")",0.0
-,"('#meliane', ""Tout beau, mon cher ami ! Souvent ces doux appas Nous attirent un mal que l'on ne prévoit pas. Retranchons ce plaisir, quoi qu'il nous soit licite, Craignant que plus avant notre amour il n'incite."")",0.0
-,"('#belcar', ""Si ce refus, Madame, était de votre crû ( Chose que, sans mentir, à peine j'eusse cru ) Je le supporterais comme un léger supplice De ma témérité dont vous êtes complice, ( Car je mériterais d'être plus maltraité Si je n'avais pour moi votre excès de bonté, ) Je tiens telle faveur si loin de m'être due Que je suis criminel de l'avoir prétendue : Ce rebut est donc juste, et celle qui le fait. Mais, sachant quelle cause a produit cet effet, Une langue hypocrite, en qui ma foi trahie N'eut fondé nul soupçon si je ne l'eusse ouïe, Quel homme ne serait estimé trop souffrant S'il ne se courrouçait, telle injure s'offrant ? Permettez, s'il vous plaît, Madame, que je die Que je suis méfiant de quelque tragédie. Le présage en soit faux ! Mais j'ai crainte qu'un jour Ce squelette vivant nous face un mauvais tour. On se devrait servir d'une femme en tel age Non pour un chaste hymen, mais pour maquerellage : Car, si le vice même avoit forme de chair, En ceste affreuse vieille on le pourrait cercher. Aussi (comme on le dict) le tissu de sa vie Est tout d'ambition, d'avarice et d'envie."")",0.0
-,"('#meliane', ""Non, ne vous fâchez point ; ce qu'elle m'en a dit A bien quelque raison, mais n'a pas grand crédit, Car mieux qu'elle ne croit à mes sens je commande : Or bien, je me soumets selon votre demande, Faites la mienne aussi, mon coeur, apaisez-vous."")",0.0
-,"('#belcar', ""Ô baisers ravissants, non moins puissants que doux ? Mars, si vous l'assailliez au plus chaud de la guerre, Jetterait sa colère et ses armes à terre ; Vos charmes sont si forts qu'ils pourraient arrêter Un trait demi-lâché du bras de Jupiter."")",0.0
-,"('#meliane', ""J'entends quelque rumeur. C'est ma soeur, ce me semble, Elle rentre tout court, nous ayant vus ensemble."")",0.0
-,"('#cassandre', ""Doncques, ce grand soupçon, qui, toujours me gênant, Me balançait en doute, est failli maintenant ; J'ai vu (las ! J'ai trop vu) cette maudite paire Se flatter librement d'une voix haute et claire Et s'entre-mignarder de baisers amoureux : Ah ! Que de mon martyre ils triomphent heureux ! Que ferai-je, pauvrette ? Où prendrai-je la voie Qui par moins de douleur au Cocyte m'envoie, Sous l'ombrage muet des myrtes et cyprès, Où des forçats d'amour les éternels regrets Ramentoivent les coups de fortune ennemie ? Car pourrais-je encor vivre avec cette infamie Qu'à mes justes désirs tout espoir soit ôté Pour ma cadette en âge aussi bien qu'en beauté ? Qu'ai-je aperçu, bons dieux ? Une fille sans crainte Baiser son Adonis entre ses bras éteinte ! J'en rougis pour toi-même, ô louve sans pudeur, Et d'une telle audace admire la grandeur. Quoi ? Si je voulais être à vous nuire aussi prompte, Comme de mes soucis vous faites peu de compte, Ha ! Que je pourrai bien, malavisés amants, Détruire vos desseins jusques aux fondements, En décelant au roi (ce que je devrais faire) Votre amour clandestine aux lois d'honneur contraire : Mais folle, hélas ! Je crains de perdre quant et toi Mon ennemi, que j'aime autant et plus que moi, Tant je porte respect à celui qui me tue ! Car j'ouvrirais mon flanc d'une lame pointue, Je m'étreindrais le col d'un funeste cordeau, Je sauterais d'un roc en un abîme d'eau, Plutôt que de tramer, au péril de sa vie, Ce lacs où le dépit contre toi me convie. Ô que l'on dit bien vrai ! Fortune vient aider Ceux qui sont sans vergogne âpres à demander ; Amour haït les couards ; la reine d'Amathonte Ne départit jamais ses faveurs à la honte : Qui sait si de ce pas, mes larmes essuyant, Rassemblant les rayons de mon oeil attrayant, Parant mon teint de lys et de roses mêlées. Avec tant de douceurs, qui jadis étalées Captivaient et forçaient par leurs appas vainqueurs, Mêmes sans y penser, les plus farouches coeurs ; Si, dis-je, m'accostant de l'objet qui m'enflamme, Je lui faisais sentir les désirs de mon âme, Même en le suppliant, il serait si cruel Que de me refuser un plaisir mutuel ? Les amants d'aujourd'hui ne sont pas si fidèles Qu'ils ne reçoivent bien deux différentes belles : « L'homme en toute sa vie aime le changement. » Ah ! Cassandre, où es-tu ? Ce rêver seulement Montre ta fin prochaine. Et quoi ! Sur un peut-être, Voudrais-tu bien trahir ton honneur, ton bon maître ? « L'homme cherche toujours ce qu'il voit malaisé ; Le difficile accès rend un château prisé, L'offre d'un bien sans peine en fait perdre l'envie. » Las ! Que ferai-je donc ? Puisque toute ma vie N'est plus qu'une langueur sans espoir de guérir, Pourquoi tout d'un beau coup ne me fais-je mourir ? « Le trépas le plus bref, c'est le plus tolérable. » Chaste soeur d'Apollon, soyez-moi secourable."")",0.0
-,"('#almodice', ""Cette fille s'afflige, et, sans dire de quoi, Souvent pour lamenter se dérobe de moi."")",0.0
-,"('#cassandre', 'Que si jamais vous plut quelque mien sacrifice, Renforcez-moi le bras pour ce dernier office.')",0.0
