chevalier-amours-de-calotin,palaprat-le-muet,Score
"('#guillot', ""Pour n'être qu'un valet, en suis-je moins sensible ? Et ne savez vous pas, aussi bien comme moi, Qu'un berger n'est non plus exempt d'amour qu'un Roi ? Si cette passion en vous s'est fait paraître, Ne puis-je pas aimer aussi bien que mon maître ? L'amour fut et sera ; donc n'ayant point de bout, Et ne voyant pas clair, il se fourre partout. Or comme il est aveugle, et qu'il lance sa flamme, Un valet, comme un maître, en peut avoir dans l'âme : Si bien qu'étant tous deux pleins d'un brûlant transport. Il est indubitable. Oui, nous aimons bien fort."")",-,0.0
"('#tersandre', ""Quand je souffre, Guillot, laisse l'extravagance."")",-,0.0
"('#guillot', 'Si vous souffrez, Monsieur, chacun a sa souffrance.')",-,0.0
"('#tersandre', ""Me tiendras-tu toujours des discours d'insensés ?"")",-,0.0
"('#guillot', ""Hé ! Ne nous moquons pas, Monsieur, des oppressés : Dans toute ma folie au moins j'ai l'avantage, Si l'amour me rend fou, de vous voir bien peu sage."")",-,0.0
"('#tersandre', 'Que vois-je ? ')",-,0.0
"('#rosette', 'Le voilà.')",-,0.0
"('#l-homme', ""J'allais chez vous, Monsieur, Avecque le dessein de me donner l'honneur D'aller vous saluer, et vous rendant hommage, Vous prier d'accepter mon fils pour votre page."")",-,0.0
"('#tersandre', 'Monsieur, je le reçois, et vous suis obligé.')",-,0.0
"('#guillot', 'Ne vous, voilà pas mal de vous voir enpagé.')",-,0.0
"('#l-homme', ""Sans l'heur d'être connu de Monsieur votre père, Je n'eusse osé jamais un tel présent vous faire : Mais comme il eut toujours pour moi grande bonté, Ce présent dès longtemps vous fut prémédité. De peur que dans ce lieu je ne vous embarrasse, J'irai de vos bontés chez vous vous rendre grâce : Monsieur, je crains ici de vous importuner."")",-,0.0
-,"('#frontin', ""Ouais, mon Maître serait-il déjà entré chez la Comtesse ?  Il n'y a point d'apparence, il est encore un peu jour, et il n'y veut entrer que de nuit ; il faut l'attendre ici, et faire un dernier effort pour l'empêcher de remettre le pied chez cette infidèle.  Son honneur y est trop intéressé, et l'affront qu'elle lui fit hier est de ces choses qui ne se pardonnent jamais.  J'entends quelqu'un, le voici sans doute, faisons semblant d'être ici depuis longtemps."")",0.0
-,"('#simon', ""Bonsoir, Frontin, je t'ai vu entrer dans ce Palais, et je t'ai suivi."")",0.0
-,"('#frontin', ""Et que diantre veux-tu de moi ?  Je n'ai pu encore vendre ta chaîne d'or, crains-tu que je ne te la vole ?  Veux-tu que je la rende !  La voici."")",0.0
-,"('#simon', ""Ce n'est pas cela."")",0.0
-,"('#frontin', ""Qu'est ce donc ? N'es-tu pas assez instruit de ce que tu as à faire ?"")",0.0
-,"('#simon', 'Ce que tu veux que je fasse est diablement difficile.')",0.0
-,"('#frontin', 'Il faut avouer, mon pauvre Simon, que tu as la caboche bien dure, je ne crois pas que dans Naples il y ait un plus grand sot que toi.')",0.0
-,"('#simon', ""Sot tant qu'il te plaira."")",0.0
-,"('#frontin', 'Mais est-ce une chose si difficile, dis-moi, de ne point parler ?')",0.0
-,"('#simon', 'Oui difficile, Frontin, et  plus difficile que tu ne crois.')",0.0
-,"('#frontin', 'Pécore !')",0.0
-,"('#simon', ""Tiens, déjà dans l'hôtellerie où tu m'as mis, en attendant que ton Maître me prenne, j'ai voulu faire le muet pour m'exercer, je m'y attrape à tous moments."")",0.0
-,"('#frontin', 'Butor !')",0.0
-,"('#simon', ""Hier l'hôte demandait la clef de la cave à tous ses gens, je ne pus m'empêcher de l'aller quérir moi-même,"")",0.0
-,"('#frontin', 'Ivrogne !')",0.0
-,"('#simon', ""Ce matin encore une servante m'a surpris comptant les heures, parce que j'avais envie de dîner."")",0.0
-,"('#frontin', 'Gourmand !')",0.0
-,"('#simon', ""Si tu savais ce que c'est d'avoir parlé toute sa vie, et puis tout à coup ne parler plus."")",0.0
-,"('#frontin', 'est vrai que le public y perdra beaucoup, et que tu as de belles choies à dire.')",0.0
-,"('#simon', ""Oh, franchement tu devrais faire entendre à ton Maître qu'il serait mieux servi d'un garçon qui parlerait."")",0.0
-,"('#frontin', ""Ha, voici tes sots raisonnements de l'autre jour, et ne t'ai-je pas dit que Timante s'est mis en tête d'avoir un muet ; qu'il y a huit jours que je lui en cherchais un ; que n'en trouvant point, je me suis avisé de me servir de toi à cause que tu es nouveau débarqué de Sicile, et que personne ne te connaît encore dans Naples ; qu'enfin par son ordre je t'ai fait faire l'habit que tu portes ?"")",0.0
-,"('#simon', ""Morbleu !  Je vais peut-être m'attirer quelque malheur. Je ne sais ce que c'est, mais l'argent que tu m'as promis ne me tente pas comme il a accoutumé de me tenter, et faire le muet enfin est un personnage auquel j'ai trop de peine à me résoudre."")",0.0
-,"('#frontin', ""Tu ne devrais pas y hésiter un moment si tu avais le sens commun : entre nous, les choses dont tu m'as fait confidence t'ont fait venir de ton pays, et les bijoux que je t'ai aidé à vendre ici chez les Orfèvres ne disent rien de bon pour toi : ainsi quoique ta fausse barbe te déguise beaucoup, tu ne saurais mieux te cacher qu'en faisant le muet, et en changeant d'habit comme tu as fait de nom."")",0.0
-,"('#simon', ""Mais changer de nom de d'habit sont des choses plus aisées à faire que de s'accoutumer à s'expliquer par signes."")",0.0
-,"('#frontin', ""Ha !  Mon enfant, de toutes les manières de s'énoncer c'est la plus courte, la meilleure, et la moins ennuyeuse.  Plût à Dieu que quantité de nos jeunes gens d'aujourd'hui voulussent la pratiquer pour le repos de nos oreilles !  Vois-tu les signes ont cela d'excellent, ils sont comme les choses, ils disent tout ce que l'on leur fait dire."")",0.0
-,"('#simon', ""Tout coup vaille, m'y voila déterminé."")",0.0
-,"('#frontin', ""Courage, ça tandis que nous voici seuls repassons un peu les leçons que je t'ai données."")",0.0
-,"('#simon', 'Je le veux.')",0.0
-,"('#frontin', ""Je te disais hier que ton Maître te laisserait seul au logis, il faudra qu'à son retour tu lui fasses entendre par signes quelles sortes de gens l'aura demandé, comprends-tu ?"")",0.0
-,"('#simon', 'Fort bien.')",0.0
-,"('#frontin', ""Ah, voyons un peu, quand un homme de robe, un de nos Sénateurs par exemple, aura été au logis, comment lui feras-tu entendre ?  Fort bien, fort bien, vive, Simon. Et un homme d'épée là, un cavalier du bel air ?  Fort mal, fort mal. Ce n'est pas ainsi que je t'ai dit ; fi !  On dirait à ton action que ce serait un Archer du Prévôt qui l'aurait demandé, et non pas un homme de condition.  Voici comment il t'y faut prendre ; oui-da , oui-da, cela n'est pas déjà trop mal : et lorsqu'une femme de qualité aura été au logis ?  Souviens-toi bien de ce que tu m'as vu faire ; je te l'ai montré. Oh, fi, fi !  Que diantre faites-tu ?  Voila des révérences des crieuses de vieux chapeaux.  Regarde moi bien, remarque ces airs, ce penchant de tête, ce tour de corps, allons à toi. Eh, pas mal, pas mal cela viendra avec un peu d'exercice ; en voilà assez pour le coup, retire toi, je ne veux point que mon Maître te voie encore : il ne t'a jamais vu,mais il te reconnaîtrait à l'habit, quand il en sera temps je t'irai quérir ; adieu. Simon copie un homme de robe. Simon copie un homme d'épée. Il lui montre et Simon l'imite. Ce que Simon fait déplaît à Frontin.  Simon riche de l'imiter."")",0.0
-,"('#simon', 'Serviteur.')",0.0
-,"('#frontin', ""Voila un drôle qui n'est pas encore stylé, si par hasard..."")",0.0
-,"('#simon', ""À propos, Frontin  je savais bien que j'avais quelque chose à te demander."")",0.0
-,"('#frontin', 'Et quoi ?')",0.0
-,"('#simon', 'Dis-moi, je te prie, les muets rient-ils ?')",0.0
-,"('#frontin', 'Eh, vraiment oui, les muets rient, imbécile.')",0.0
-,"('#simon', ""C'est assez,je te remercie."")",0.0
-,"('#frontin', ""Je crains bien de l'avoir choisi un peu sot, si ma fourberie venait à être découverte...  Encore ? "")",0.0
-,"('#simon', ""Et dis-moi un peu, je te prie, comment rient les muets ?  Je n'en ai jamais vu rire ?"")",0.0
-,"('#frontin', ""Ah !  Voici une belle question, et comment veux-tu qu'ils rient, nigaud ?  Ils rient comme les autres hommes ; peste soit du questionneur, il a tant fait que voici mon Maître.  Tu ne peux éviter à présent qu'il ne te voie, au moins prends bien garde à toi."")",0.0
-,"('#timante', 'Ah !  Te voila, Frontin.')",0.0
-,"('#frontin', 'Oui, Monsieur, il y a même longtemps.')",0.0
-,"('#timante', ""J'attendais l'heure que la Comtesse m'a donnée.  Voila donc ce muet dont tu m'as parlé ? Ouais il marque entendre ce qu'on dit. Simon fait la révérence."")",0.0
-,"('#frontin', ""Oh, point, Monsieur, c'est que les bons muets au mouvement des lèvres comprennent ce qu'on veut dire. Voilà-t'il pas ?  Il a compris ce que je vous ai dit. Simon fait une inclination de tête. "")",0.0
-,"('#timante', 'Il me semble pourtant que ce drôle-là...')",0.0
-,"('#frontin', 'Oh, je vous le garantis muet, et des plus muets qui se fassent.')",0.0
-,"('#timante', ""Je le crois, fais-lui signe de se retirer, sache seulement ou il sera après souper pour l'aller quérir et le mener à la personne à qui j'en dois faire un présent."")",0.0
-,"('#frontin', ""Ce n'est donc pas pour vous, que vous le voulez, Monsieur ?"")",0.0
-,"('#timante', ""Non, je te dirai pour qui c'est, j'ai maintenant d'autres choses dans l'esprit."")",0.0
-,"('#frontin', ""Hé bien, Monsieur, malgré l'affront qu'on vous fit hier, vous voulez encore revoir la Comtesse ?"")",0.0
-,"('#timante', 'Je ne sais.')",0.0
-,"('#frontin', ""Voila pourtant cette même porte qu'on vous ferma hier au nez."")",0.0
-,"('#timante', 'Hélas ! ')",0.0
-,"('#frontin', 'Et que vous vîtes ouvrir un moment aptes à votre rival.')",0.0
-,"('#timante', 'La perfide.')",0.0
-,"('#frontin', ""Qui diantre ne vous eût crû ce matin ; oui, Frontin, dis que Timante est le dernier des hommes, si je revois jamais cette infidèle, si je remets le pied chez elle : que la foudre, que le Ciel, que la terre...  Et_caetera.  Un petit laquais pas plus haut que cela vient vous dire un mot à l'oreille de la part de cette infidèle, adieu mon courroux, vous êtes un homme d'une grande résolution."")",0.0
-,"('#timante', 'Tu ne me connais pas encore.')",0.0
-,"('#frontin', 'Moi ?')",0.0
-,"('#timante', 'Non, toi.')",0.0
-,"('#frontin', 'Je crois pourtant que si.')",0.0
-,"('#timante', ""Je n'ai pas changé de sentiment."")",0.0
-,"('#frontin', 'Que venez-vous donc faire ici ?')",0.0
-,"('#timante', ""Je ne l'a veux revoir que pour lui reprocher sa perfidie."")",0.0
-,"('#frontin', 'Oh, oh.')",0.0
-,"('#timante', 'Que pour rompre avec elle.')",0.0
-,"('#frontin', 'Malle peste !')",0.0
-,"('#timante', 'Et ne la revoir jamais après cela.')",0.0
-,"('#frontin', 'Tudieu !')",0.0
-,"('#timante', ""Tu ne le crois point.  Tu le verras.  Elle me fait rappeler.  Elle voit le tort qu'elle a ?  Elle veut se justifier : je la défie de me tromper.  Elle s'imagine qu'elle me fera croire tout ce qu'il lui plaira, mais je lui ferai bien voir qui je suis.  Hélas !  J'ai perdu pour elle les bonnes grâces de mon père, il a tourné toute son affection du côté de mon frère, je risque tout pour elle ; mais assurément je ne serai plus fa dupe."")",0.0
-,"('#frontin', ""Tenez, Monsieur, plus vous raisonnerez, plus vous pesterez contre cette jeune jeune veuve, plus je croirai que vous aurez de la peine à vous dépêtrer d'elle.  Vous savez que je ne suis pas nouveau en ces sortes d'affaires, je sais qu'en amour ce n'est que soupçons, brouilleries, raccommodements ; aujourd'hui guerre, demain trêve, puis on refait la paix.  Dans un dépit bien fondé, comme le vôtre, la raison dit fort juste ce qu'on devrait faire, mais il arrive toujours qu'on fait le contraire de ce qu'a dit la raison."")",0.0
-,"('#timante', 'Va, va, je saurai bien accorder mon amour avec ma raison, mon conseil est pris.')",0.0
-,"('#frontin', ""Eh, Monsieur il y a longtemps que l'amour et la raison son brouillés ensemble, ils ne prennent plus conseil l'un de l'autre."")",0.0
-,"('#timante', 'Tu crois donc que je serai assez lâche pour souffrir son injuste préférence ?')",0.0
-,"('#frontin', ""Pardonnez moi, Monsieur, je crois que vous vous plaindrez, que vous vous lamenterez, mais je crois aussi que puisqu'elle vous fait rappeler, elle compte à coup sûr qu'elle vous apaisera."")",0.0
-,"('#timante', 'Elle ?')",0.0
-,"('#frontin', 'Oui, elle.')",0.0
-,"('#timante', ""N'est-il pas certain que l'on me refusa hier cette porte ?"")",0.0
-,"('#frontin', 'Cela est vrai.')",0.0
-,"('#timante', 'Ne vis-tu pas entrer un moment après chez elle ce Capitaine_de_vaisseaux, qui ne la quitte point depuis quelques jours ?')",0.0
-,"('#frontin', ""J'en tombe d'accord."")",0.0
-,"('#timante', 'Eh bien, que pourra-t-elle me dire ? ')",0.0
-,"('#frontin', ""Je ne sais ; mais ce sera elle qui le dira, et vous qui l'écouterez.  Tenez, Monsieur, figurez-vous qu'elle est présentement devant vous avec tous ses charmes, et qu'elle se justifie, que sa bouche vous parle ; que vous oyez le son de sa voix, et que ses yeux vous regardent ; n'est-il pas vrai, qu'elle a raison ?"")",0.0
-,"('#timante', 'Hélas !')",0.0
-,"('#frontin', ""Avec cela, si elle s'avise de laisser tomber quelques feintes larmes, en conscience, croyez-vous tenir un seul moment devant elle ?"")",0.0
-,"('#timante', ""Je t'avoue que j'aurai besoin de toutes mes forces."")",0.0
-,"('#frontin', 'Voulez-vous en croire votre valet ?')",0.0
-,"('#timante', 'Hé bien ?')",0.0
-,"('#frontin', ""Ne la voyez point, vous y êtes encore à temps : personne ne vous a vu entrer ; en tout cas c'est ici que logent tous les gens de qualités de Messine qui viennent à Naples, vous direz que vous alliez voir le Marquis_de_Sardan, aussi, bien cette salle sépare son appartement de celui de la Comtesse.  Allons, courage, prenez une bonne résolution, n'irritez pas davantage Monsieur votre père, il est si en colère de ce que vous refusez la fille du Marquis, qu'il est résolu de donner cette même fille avec tout son bien à votre frère le Chevalier : n'est-ce pas dommage qu'une personne comme lui hérite d'un bien si considérable, et d'un si beau nom comme le vôtre. Le bel honneur que fera à votre famille un mélancolique, un atrabilaire, un rêveur qu'on ne saurait faire parler qu'avec des machines, et de qui l'on ne saurait arracher quatre paroles de fuite ; un imbécile enfin que votre père ne vous préférerait jamais, si votre désobéissance ne l'avait poussé à bout."")",0.0
-,"('#timante', 'Je le veux bien, retournons-nous en sur nos pas. ')",0.0
-,"('#frontin', ""Mais si vous voulez vous en retourner, c'est par là qu'il faut aller, et non pas par là : vous vous approchez toujours de la porte de la Comtesse."")",0.0
-,"('#timante', ""Hélas !  Je ne sais ce que je fais, ni ce que je veux, ni ce que je dis ; je vois qu'elle me fait le plus sensible de tous les outrages, je le vois, je le sais, je le sens, cependant je meurs d'amour, et je ne sais à quoi me résoudre."")",0.0
-,"('#frontin', ""Quel pauvre homme.  Mais j'entends votre père, il parle assurément au Chevalier, cachons-nous dans ce coin, il ne nous verront point.  Écoutons ce qu'il lui dit, nous en tirerons peut-être quelque avantage."")",0.0
-,"('#le-baron', ""Venez,venez, mon fils, votre frère s'est rendu indigne de mon affection, je l'ai tournée toute vers vous, et avec une belle fille je vais vous faire jouir de dix milles livres de rente ; Timante n'aura pas un fol de mon bien, vous êtes toute ma consolation : vous ne répondez rien, mon fils ?  Je vois bien que votre silence est une marque de votre respect, et je suis transporté d'aise de voir en vous un consentement si parfait à tout ce que je souhaite.  Mais je voudrais vous voir plus gai, votre mélancolie m'afflige, vous la perdrez sans doute devant la fille que je vous destine ; elle est jeune, elle est belle, et son père est mon ancien ami, vous allez voir l'accueil qu'ils nous fera.  N'allez pas au moins être si triste devant lui ; mais le voici tout à propos. Le Chevalier s'enfuit dès que le Marquis paraît."")",0.0
-,"('#le-baron', ""Vous avez toujours prévenu mes désirs, Marquis, et il semble que vous veniez au devant de moi, comme si vous aviez su que j'allais chez vous."")",0.0
-,"('#le-marquis', ""L'amitié qui nous joint justifie assez notre empressement."")",0.0
-,"('#le-baron', ""Je vous amène mon fils le Chevalier, c'est un fils obéissant celui-ci, qui n'a jamais été gâté par Frontin, et qui par sa soumission me console de toutes les extravagances de son frère : approchez, mon fils... Chevalier... qu'est-il devenu ?"")",0.0
-,"('#frontin', ""Voila son fils l'obéissant."")",0.0
-,"('#le-baron', 'Hélas !  Chevalier.')",0.0
-,"('#frontin', 'Il est déjà bien loin.')",0.0
-,"('#le-baron', ""Il faut sans doute qu'il lui ait pris soudainement quelque faiblesse, il y a quelques jours qu'il est d'une langueur et d'un abattement qui m'afflige, mais la vue d'une jolie personne lui fera revenir ses forces : nous pouvons toujours les accorder dès ce soir, quitte pour différer les noces de quelques jours, si son indisposition continue.  Mais tenons les choses secrètes pour nous garantir des fourberies de Frontin qui m'a déjà débauché Timante, et qui pourrait encore gâter le bon naturel du Chevalier dont je suis sûr que je ferai tout ce que je vendrai : un agneau n'est pas plus doux, c'est tout le contraire de ce pendard ce Timante ; aussi va-t-il servir d'exemple de la manière dont on doit punir les fils désobéissants."")",0.0
-,"('#le-marquis', ""En vérité, Baron, il faut que je vous aime autant comme je fais pour consentir à ce mariage avec votre second fils, et le procédé de Timante suffisait pour me rebuter d'une alliance que j'ai toujours ardemment souhaitée."")",0.0
-,"('#le-baron', 'Votre fille au moins voudra bien accepter le Chevalier en la place de Timante ?')",0.0
-,"('#le-marquis', ""Je suis assuré que ma fille n'aura pas d'autre volonté que la mienne, et vous savez que depuis que je perdis sa soeur aînée dans l'enfance par ce funeste accident qui me fit quitter le séjour de Messine pour venir demeurer à Naples, toute ma consolation a été de trouver en celle qui me reste un naturel complaisant, et porté à tout ce que je veux : mais entrons chez moi nous y causerons plus en liberté."")",0.0
-,"('#le-baron', ""Entrez, je reviens vous trouver dans un moment, je vais voir ce qui est arrivé au Chevalier.  Ce pauvre garçon dès le lendemain de son arrivée m'a toujours paru tout languissant et tout malade."")",0.0
-,"('#le-baron', 'Qui est là ?')",0.0
-,"('#frontin', 'Ne bougez, vous dis-je.')",0.0
-,"('#le-baron', 'Qui est là ?')",0.0
-,"('#frontin', ""C'est moi, c'est moi, qu'est-ce ?"")",0.0
-,"('#le-baron', ""Ha coquin, c'est toi !"")",0.0
-,"('#frontin', ""Je vous demande pardon, je ne vous ai pas d'abord reconnu."")",0.0
-,"('#le-baron', 'Que faisais-tu là ? ')",0.0
-,"('#frontin', 'Je dormais, Monsieur.')",0.0
-,"('#le-baron', 'Tu dormais ?')",0.0
-,"('#frontin', 'Oui, Monsieur.')",0.0
-,"('#le-baron', ""Je t'ai pourtant oui parler ?"")",0.0
-,"('#frontin', ""C'est, Monsieur...  C'est qu'il y a des gens qui parlent en dormant, et je suis de race."")",0.0
-,"('#le-baron', 'Pourquoi viens-tu dormir là ?')",0.0
-,"('#frontin', ""J'attendais Marine."")",0.0
-,"('#le-baron', 'Ou Timante.')",0.0
-,"('#frontin', 'Oh non, Monsieur.  Je vous jure que je ne suis ici que pour mon compte, ne suis-je pas du bois dont on fait les gens à bonne fortune ?')",0.0
-,"('#le-baron', ""Ce maraud !  Oh bien, que tu sois ici pour toi ou pour ton Maître, cela m'est indifférent, aptes ce qu'il a refusé, je n'ai que faire de lui, qu'il fasse ce qu'il voudra."")",0.0
-,"('#frontin', 'Il vous aime pourtant beaucoup.')",0.0
-,"('#le-baron', 'Un peu moins que sa Comtesse.  Mais écoute, je sais par expérience que tu es un maître fourbe.')",0.0
-,"('#frontin', 'Ah !  Monsieur, quelle injure me faites-vous là ?')",0.0
-,"('#le-baron', ""Tu m'as débauché Timante."")",0.0
-,"('#frontin', 'Moi, Monsieur !')",0.0
-,"('#le-baron', 'Toi-même.')",0.0
-,"('#frontin', 'Ha, Monsieur !')",0.0
-,"('#le-baron', 'Je consens que tu achevés de le peRdre.')",0.0
-,"('#frontin', 'Eh, Monsieur, mon Maître...')",0.0
-,"('#le-baron', ""Je ne compte plus sur lui ; mais au moins prends bien garde à ne te point mêler de son frère.  Je ne doute point que tu n'aies ouï ce que je viens de dire ici au Marquis_de_Sardan, je te déclare que si le Chevalier refuse de m'obéir, sans m'informer d'où cela pourrait venir, je m'en prendrai à toi."")",0.0
-,"('#frontin', 'À moi, Monsieur ?')",0.0
-,"('#le-baron', ""Oui, à toi.  Écoute, de deux fils que j'ai, je te laisse disposer de l'un, il est bien juste que tu me laisses disposer de l'autre."")",0.0
-,"('#frontin', 'Eh, Monsieur, croyez-vous.....')",0.0
-,"('#le-baron', ""Si tu es sage, prends-y bien garde.  Tu sais combien de friponneries tu m'as faites, et que j'ai en mains de quoi te faite pendre, je ne t'en dis pas davantage."")",0.0
-,"('#frontin', 'Il a par ma foi quelque raison.  Cependant ils machinent là une terrible affaire contre mon Maître.')",0.0
-,"('#frontin', ""Eh bien, Monsieur, vous l'avez ouï: vous voila déshérité si nous ne songeons à apaiser votre père."")",0.0
-,"('#timante', ""Ce n'est pas la perte des biens qui me touche : je ne suis sensible qu'à sa colère ; je l'ai encourue, et pour qui ?  Pour une infidèle."")",0.0
-,"('#frontin', ""Vous avez raison, Monsieur, croyez-moi, retirons-nous d'ici."")",0.0
-,"('#timante', ""Allons...  Mais il me semble qu'on ouvre."")",0.0
-,"('#frontin', ""Eh non, Monsieur, on n'ouvre point, c'est quelqu'un qui vient éclairer cette salle, sortons."")",0.0
-,"('#timante', 'Eh si fait, te dis-je, on ouvre chez la Comtesse.')",0.0
-,"('#frontin', 'Ah !  Tout est perdu.  Voici le maudit aimant qui le retenait devant cette porte.')",0.0
-,"('#la-comtesse', ""Que veut dite ceci, Timante ?  Il y a près d'un quart d'heure que j'entends votre voix dans cette salle.  On vous fait dire qu'on a à vous parler ; on vous attend ; vous venez, et au lieu d'entrer, il semble que vous faites le fier : je crois même que si je n'avais pris la peine de sortir, vous auriez eu la cruauté de vous en aller sans me voir. Timante est dans un embarras qui oblige Frontin à répondre."")",0.0
-,"('#frontin', ""Ho point, Madame, nous n'avions garde, c'est... c'est que mon Maître..."")",0.0
-,"('#la-comtesse', 'Vous ne me dites rien, Timante ?  Seriez-vous assez fou pour être en colère de ce que je fis hier ?')",0.0
-,"('#timante', 'Infidèle, puis-je vous revoir après un tel affront ?')",0.0
-,"('#la-comtesse', ""Oh, oh, c'est donc tout de bon à ; voilà vraiment bien de quoi pour faire tant de bruit."")",0.0
-,"('#frontin', ""Il est vrai qu'une porte fermée au nez à l'un, et ouverte un moment après à l'autre , c'est une bagatelle qui ne vaut pas la peine d'en parler."")",0.0
-,"('#la-comtesse', 'Je ne demandais à vous voir que pour vous en apprendre les raisons avant votre départ, car je suis informée que le Vice-Roi vous a nommé du voyage.  Mais aussi auparavant dites-moi, ce garçon-là sait-il se taire ?')",0.0
-,"('#frontin', ""Oui, Madame, fort bien ; mais je vous avertis d'une chose, si ce que j'entends dire est vrai, personne ne garde mieux un secret que moi : si ce qu'on dit est faux et supposé, je ne l'ai pas plutôt ouï que je meurs d'envie de l'aller redire.  Je suis percé comme un crible, et le secret d'un mensonge s'écoule chez moi de tout côté.  Je vous confesse mon faible, Madame, c'est à vous d'en profiter."")",0.0
-,"('#la-comtesse', ""Je n'ai rien à dire qu'il ne soit très véritable."")",0.0
-,"('#frontin', 'À ce compte-là parlez en sûreté, on vous écoute.')",0.0
-,"('#la-comtesse', ""Vous savez, Timante, qu'on me maria fort jeune à Messine, que six mois après je vins à perdre mon époux."")",0.0
-,"('#frontin', 'Cela se peut taire.')",0.0
-,"('#la-comtesse', ""D'abord je fis dessein d'aller passer le reste de mes jours dans la retraite, et de ne songer plus au monde."")",0.0
-,"('#frontin', 'Voila ce que je ne tairai point.')",0.0
-,"('#la-comtesse', ""Vous étiez alors à Messine.  Vous me vîntes voir, Timante ; vous me fîtes changer de résolution, et vous n'ignorez pas que depuis ce temps-là je vous ai toujours confié avec plaisir tout ce que j'ai eu de plus secret."")",0.0
-,"('#frontin', 'Je ne tairai jamais cet article.')",0.0
-,"('#la-comtesse', ""Vous savez donc, Timante, que ce Capitaine qui vous donne aujourd'hui, sans sujet, cette jalousie, a ici chez sa soeur qui loge prés de ce Palais une jeune inconnue, qu'on appelle Zaïde."")",0.0
-,"('#timante', ""Je sais, Madame, l'histoire de cette Zaïde ; j'étais encore à Messine lorsque cette fille âgée de deux ans fut prise par ce Capitaine sur les côtes d'Espagne."")",0.0
-,"('#frontin', 'Que fait cette fille à la porte fermée ?')",0.0
-,"('#la-comtesse', ""Et bien, Timante, vous pouvez-vous ressouvenir que ce Capitaine étant obligé de retourner à la mer, me donna cette jeune enfant ; que je lui donnai le nom de Zaïde, parce que personne ne connaissait ni ses parents, ni sa patrie ; que je la fis élever avec beaucoup de soin, et que je l'ai toujours aimée aussi tendrement que si c'était ma propre soeur ?"")",0.0
-,"('#frontin', 'Et la porte, comment y viendra-t-elle ?')",0.0
-,"('#la-comtesse', ""On a retiré cette fille d'entre mes mains depuis que nous sommes à Naples, et je souhaite passionnément qu'on me la rende."")",0.0
-,"('#frontin', 'Je ne vois point encore de porte en tout cela.')",0.0
-,"('#timante', ""Et bien, Madame, vous voulez qu'on vous la rende ?"")",0.0
-,"('#la-comtesse', ""Oui, Timante, et j'aurais couru risque de ne la voir jamais, si j'avais hier perdu le moment favorable de l'obtenir de ce Capitaine."")",0.0
-,"('#frontin', 'Ah !  Nous y voici.')",0.0
-,"('#la-comtesse', ""Il part au premier jour.  Je le connais pour être d'une humeur soupçonneuse, difficile, et peu complaisante.  Je crus donc avoir besoin d'une conversation en particulier où j'eusse la liberté de faire agir sur son esprit mes plus fortes persuasions : je l'attendais enfin quand vous vîntes, et comme je n'étais remplir que du désir d'avoir Zaïde, et que pour ne laisser entrer personne j'avais donné des ordres, qui cependant n'étaient pas pour vous, on eut l'indiscrétion de vous renvoyer, en quoi je n'ai commis autre faute que celle d'avoir oublié de vous en faire part."")",0.0
-,"('#timante', ""Et qui m'assurera, Madame, que ce que je viens d'entendre n'est pas une défaite, pour me chasser, et pour recevoir mon rival."")",0.0
-,"('#frontin', 'Courage, Monsieur.')",0.0
-,"('#la-comtesse', ""Votre rival !  Pouvez-vous vous le persuader ?  Un homme comme celui-là ?  Riche et brave à ce qu'on dit, mais brutal comme un corsaire qu'il est : et bien, Timante, puisque ce que je vous dis ne vous persuade point, n'en parlons pas davantage.  Le Capitaine n'entrera plus chez moi, et quoique je souhaite avec passion d'avoir Zaïde, j'aime mieux y renoncer que de me brouiller avec vous."")",0.0
-,"('#timante', 'Que de vous brouiller avec moi ?')",0.0
-,"('#frontin', 'Le voila rendu.')",0.0
-,"('#timante', 'Ah !  Madame, si je pouvais croire que vous parlassiez sincèrement.')",0.0
-,"('#la-comtesse', ""Moi, je ne vous parlerais pas sincèrement ?  Laissez-moi seulement avoir une compagne qui m'est si chère, et vous verrez si vous avez sujet d'envier auprès de moi, le bonheur de qui que ce soit."")",0.0
-,"('#timante', 'Que je suis heureux, si vous me dites vrai Madame.')",0.0
-,"('#frontin', 'Vous voilà déshérité.')",0.0
-,"('#timante', ""Que dans la nécessité où je suis de suivre le Vice-Roi dans ce voyage de deux jours, qui me va durer dix années se serait un grand soulagement à la douleur que j'ai de vous quitter, si je pouvais être assuré sur toutes mes alarmes."")",0.0
-,"('#la-comtesse', ""Vous devez l'être, Timante, adieu, je vais voir la soeur de ce Capitaine, à qui je dois honnêtement une visite pour le plaisir qu'elle me fait de se priver de Zaïde qu'elle me doit envoyer aujourd'hui même après souper, partez content, s'il ne faut pour votre repos que vous avouer que l'on n'en aura guère jusqu'à votre retour."")",0.0
-,"('#timante', 'Hé bien Frontin.')",0.0
-,"('#frontin', ""Je le savais bien moi que dès qu'elle parlerait toutes vos belles résolutions, zeste ?"")",0.0
-,"('#timante', ""Crois-tu qu'elle me trompe ?"")",0.0
-,"('#frontin', ""À vous parler franchement se sont de terribles animaux que les femmes, et quelque preuves qu'elles donnent de leur sincérité, la chose est toujours problématique.   Ho ça, en bonne foi, est-ce que tout de bon vous êtes résolu de vous accrocher plus que jamais à cette femme."")",0.0
